,play,bgcolor,dx,dy,edgecolor,frame,player,player_num,team,x,y,z
76,Liverpool [3] - 0 Bournemouth,,0.5059711493237984,0.03231206485369853,,76,0,,,75.10180545507744,30.098844144777274,0.0
77,Liverpool [3] - 0 Bournemouth,,0.495123375831426,0.03161931001767472,,77,0,,,75.59692883090887,30.13046345479495,0.0
78,Liverpool [3] - 0 Bournemouth,,0.4842756023390251,0.030926555181565618,,78,0,,,76.08120443324789,30.161390009976515,0.0
79,Liverpool [3] - 0 Bournemouth,,0.4734278288466242,0.030233800345513377,,79,0,,,76.55463226209451,30.19162381032203,0.0
80,Liverpool [3] - 0 Bournemouth,,0.4625800553542376,0.029541045509461124,,80,0,,,77.01721231744875,30.22116485583149,0.0
81,Liverpool [3] - 0 Bournemouth,,0.4517322818618368,0.02884829067336625,,81,0,,,77.4689445993106,30.250013146504852,0.0
82,Liverpool [3] - 0 Bournemouth,,0.44088450836945015,0.028155535837314005,,82,0,,,77.90982910768004,30.278168682342173,0.0
83,Liverpool [3] - 0 Bournemouth,,0.4300367348770493,0.02746278100124755,,83,0,,,78.3398658425571,30.305631463343417,0.0
84,Liverpool [3] - 0 Bournemouth,,0.41918896138466266,0.026770026165166882,,84,0,,,78.75905480394175,30.33240148950859,0.0
85,Liverpool [3] - 0 Bournemouth,,0.4083411878922618,0.026077271329100427,,85,0,,,79.16739599183401,30.358478760837684,0.0
86,Liverpool [3] - 0 Bournemouth,,0.39749341439986097,0.02538451649304818,,86,0,,,79.56488940623387,30.383863277330732,0.0
87,Liverpool [3] - 0 Bournemouth,,0.3866456409074743,0.024691761656981732,,87,0,,,79.95153504714135,30.408555038987714,0.0
88,Liverpool [3] - 0 Bournemouth,,0.3757978674150877,0.02399900682091527,,88,0,,,80.32733291455644,30.43255404580863,0.0
89,Liverpool [3] - 0 Bournemouth,,0.3649500939226869,0.023306251984820392,,89,0,,,80.69228300847912,30.45586029779345,0.0
90,Liverpool [3] - 0 Bournemouth,,0.3541023204303002,0.022613497148782358,,90,0,,,81.04638532890942,30.478473794942232,0.0
91,Liverpool [3] - 0 Bournemouth,,0.34325454693788515,0.02192074231270169,,91,0,,,81.38963987584731,30.50039453725493,0.0
92,Liverpool [3] - 0 Bournemouth,,0.3324067734455127,0.021227987476649446,,92,0,,,81.72204664929279,30.521622524731583,0.0
93,Liverpool [3] - 0 Bournemouth,,0.3215589999531119,0.020535232640554568,,93,0,,,82.04360564924593,30.542157757372127,0.0
94,Liverpool [3] - 0 Bournemouth,,0.31071122646071103,0.019842477804502327,,94,0,,,82.35431687570664,30.56200023517664,0.0
95,Liverpool [3] - 0 Bournemouth,,0.2998634529683244,0.019149722968435867,,95,0,,,82.65418032867497,30.58114995814508,0.0
96,Liverpool [3] - 0 Bournemouth,,0.28901567947592355,0.018456968132383626,,96,0,,,82.94319600815089,30.59960692627746,0.0
97,Liverpool [3] - 0 Bournemouth,,0.2781679059835369,0.017764213296302955,,97,0,,,83.22136391413443,30.61737113957377,0.0
98,Liverpool [3] - 0 Bournemouth,,0.2673201324911361,0.017071458460222292,,98,0,,,83.48868404662556,30.634442598033985,0.0
99,Liverpool [3] - 0 Bournemouth,,0.25647235899874943,0.016378703624170043,,99,0,,,83.74515640562431,30.65082130165816,0.0
100,Liverpool [3] - 0 Bournemouth,,0.2456245855063485,0.015685948788103588,,100,0,,,83.99078099113066,30.666507250446266,0.0
101,Liverpool [3] - 0 Bournemouth,,0.23477681201396194,0.0149931939519945,,101,0,,,84.22555780314462,30.68150044439825,0.0
102,Liverpool [3] - 0 Bournemouth,,0.2239290385215611,0.014300439115984888,,102,0,,,84.44948684166619,30.695800883514238,0.0
103,Liverpool [3] - 0 Bournemouth,,0.2130812650291745,0.01360768427990422,,103,0,,,84.66256810669536,30.709408567794146,0.0
104,Liverpool [3] - 0 Bournemouth,,0.2022334915367736,0.012914929443809342,,104,0,,,84.86480159823212,30.722323497237948,0.0
105,Liverpool [3] - 0 Bournemouth,,0.19138571804438692,0.012222174607757095,,105,0,,,85.0561873162765,30.734545671845712,0.0
106,Liverpool [3] - 0 Bournemouth,,0.18053794455198613,0.011529419771690641,,106,0,,,85.2367252608285,30.7460750916174,0.0
107,Liverpool [3] - 0 Bournemouth,,0.16969017105958528,0.010836664935666821,,107,0,,,85.40641543188809,30.75691175655307,0.0
108,Liverpool [3] - 0 Bournemouth,,0.15884239756719865,0.010143910099529307,,108,0,,,85.5652578294553,30.76705566665259,0.0
109,Liverpool [3] - 0 Bournemouth,,0.10656582358535616,0.4025013557781705,,109,0,,,85.67182365304066,31.16955702243077,0.0
110,Liverpool [3] - 0 Bournemouth,,0.09741293076206148,0.3679306871837156,,110,0,,,85.7692365838027,31.53748770961448,0.0
111,Liverpool [3] - 0 Bournemouth,,0.08826003793878101,0.3333600185892749,,111,0,,,85.85749662174149,31.870847728203763,0.0
112,Liverpool [3] - 0 Bournemouth,,0.07910714511550054,0.2987893499948484,,112,0,,,85.93660376685698,32.169637078198605,0.0
113,Liverpool [3] - 0 Bournemouth,,0.06995425229223429,0.2642186814003935,,113,0,,,86.00655801914922,32.433855759599,0.0
114,Liverpool [3] - 0 Bournemouth,,0.060801359468939616,0.2296480128059386,,114,0,,,86.06735937861816,32.663503772404944,0.0
115,Liverpool [3] - 0 Bournemouth,,0.051648466645659134,0.19507734421151213,,115,0,,,86.11900784526381,32.85858111661645,0.0
116,Liverpool [3] - 0 Bournemouth,,0.042495573822378674,0.16050667561705725,,116,0,,,86.1615034190862,33.019087792233506,0.0
117,Liverpool [3] - 0 Bournemouth,,0.033342680999098206,0.12593600702261654,,117,0,,,86.1948461000853,33.14502379925612,0.0
118,Liverpool [3] - 0 Bournemouth,,0.02418978817581774,0.09136533842814742,,118,0,,,86.21903588826113,33.23638913768427,0.0
119,Liverpool [3] - 0 Bournemouth,,0.25903385516156163,0.4920174109165316,,119,0,,,86.47806974342268,33.7284065486008,0.0
120,Liverpool [3] - 0 Bournemouth,,0.24593507522465075,0.4905361667665744,,120,0,,,86.72400481864733,34.218942715367376,0.0
121,Liverpool [3] - 0 Bournemouth,,0.2337346776859306,0.4878223351279303,,121,0,,,86.95773949633328,34.70676505049531,0.0
122,Liverpool [3] - 0 Bournemouth,,0.2224326625453585,0.4838759160006276,,122,0,,,87.18017215887863,35.19064096649593,0.0
123,Liverpool [3] - 0 Bournemouth,,0.21202902980300564,0.4786969093845528,,123,0,,,87.39220118868163,35.669337875880494,0.0
124,Liverpool [3] - 0 Bournemouth,,0.20252377945880085,0.4722853152799118,,124,0,,,87.59472496814043,36.1416231911604,0.0
125,Liverpool [3] - 0 Bournemouth,,0.19391691151280105,0.46464113368652,,125,0,,,87.78864187965323,36.60626432484692,0.0
126,Liverpool [3] - 0 Bournemouth,,0.18620842596494924,0.4557643646044767,,126,0,,,87.97485030561819,37.0620286894514,0.0
127,Liverpool [3] - 0 Bournemouth,,0.17939832281531665,0.4456550080337465,,127,0,,,88.15424862843348,37.50768369748514,0.0
128,Liverpool [3] - 0 Bournemouth,,0.17348660206383215,0.4343130639743436,,128,0,,,88.3277352304973,37.94199676145949,0.0
129,Liverpool [3] - 0 Bournemouth,,0.1684732637105526,0.4217385324261969,,129,0,,,88.49620849420788,38.36373529388568,0.0
130,Liverpool [3] - 0 Bournemouth,,0.16435830775542115,0.4079314133894485,,130,0,,,88.66056680196327,38.77166670727513,0.0
131,Liverpool [3] - 0 Bournemouth,,0.16114173419849465,0.3928917068639848,,131,0,,,88.82170853616181,39.164558414139115,0.0
132,Liverpool [3] - 0 Bournemouth,,0.15882354303974466,0.3766194128498199,,132,0,,,88.98053207920155,39.541177826988935,0.0
133,Liverpool [3] - 0 Bournemouth,,1.2111059015059027,1.5828320549694652,,133,0,,,90.19163798070744,41.1240098819584,0.0
134,Liverpool [3] - 0 Bournemouth,,1.147122948218808,1.4992107388579043,,134,0,,,91.33876092892623,42.62322062081631,0.0
135,Liverpool [3] - 0 Bournemouth,,1.0831399949316989,1.4155894227463082,,135,0,,,92.42190092385796,44.03881004356261,0.0
136,Liverpool [3] - 0 Bournemouth,,1.019157041644604,1.3319681066346831,,136,0,,,93.44105796550257,45.370778150197296,0.0
137,Liverpool [3] - 0 Bournemouth,,0.9551740883574952,1.248346790523108,,137,0,,,94.39623205386006,46.6191249407204,0.0
138,Liverpool [3] - 0 Bournemouth,,0.8911911350703859,1.1647254744115043,,138,0,,,95.28742318893043,47.7838504151319,0.0
139,Liverpool [3] - 0 Bournemouth,,0.8272081817832769,1.081104158299908,,139,0,,,96.11463137071371,48.86495457343182,0.0
140,Liverpool [3] - 0 Bournemouth,,0.7632252284961822,0.9974828421883328,,140,0,,,96.87785659920988,49.862437415620136,0.0
141,Liverpool [3] - 0 Bournemouth,,0.6992422752090732,0.9138615260767152,,141,0,,,97.57709887441895,50.776298941696865,0.0
142,Liverpool [3] - 0 Bournemouth,,0.6352593219219642,0.8302402099651331,,142,0,,,98.21235819634093,51.606539151662,0.0
143,Liverpool [3] - 0 Bournemouth,,0.5712763686348552,0.7466188938535225,,143,0,,,98.78363456497576,52.35315804551553,0.0
144,Liverpool [3] - 0 Bournemouth,,0.5072934153477604,0.6629975777419403,,144,0,,,99.29092798032354,53.01615562325747,0.0
145,Liverpool [3] - 0 Bournemouth,,0.4433104620606514,0.5793762616303297,,145,0,,,99.73423844238421,53.59553188488779,0.0
146,Liverpool [3] - 0 Bournemouth,,0.3793275087735566,0.4957549455187476,,146,0,,,100.11356595115777,54.09128683040654,0.0
147,Liverpool [3] - 0 Bournemouth,,0.3153445554864476,0.4121336294071512,,147,0,,,100.42891050664421,54.50342045981369,0.0
148,Liverpool [3] - 0 Bournemouth,,0.25136160219933856,0.32851231329555475,,148,0,,,100.68027210884355,54.831932773109244,0.0
149,Liverpool [3] - 0 Bournemouth,,0.0,0.0,,149,0,,,100.68027210884355,54.831932773109244,0.0
150,Liverpool [3] - 0 Bournemouth,,0.0,0.0,,150,0,,,100.68027210884355,54.831932773109244,0.0
151,Liverpool [3] - 0 Bournemouth,,0.0,0.0,,151,0,,,100.68027210884355,54.831932773109244,0.0
152,Liverpool [3] - 0 Bournemouth,,0.0,0.0,,152,0,,,100.68027210884355,54.831932773109244,0.0
153,Liverpool [3] - 0 Bournemouth,,0.0,0.0,,153,0,,,100.68027210884355,54.831932773109244,0.0
154,Liverpool [3] - 0 Bournemouth,,0.0,0.0,,154,0,,,100.68027210884355,54.831932773109244,0.0
155,Liverpool [3] - 0 Bournemouth,red,0.0,0.0,white,0,14,9.0,attack,51.564625850340136,9.033613445378153,0.0
156,Liverpool [3] - 0 Bournemouth,red,0.10532402346935044,0.4180209560555994,white,1,14,9.0,attack,51.66994987380949,9.45163440143375,0.0
157,Liverpool [3] - 0 Bournemouth,red,0.11433400822621564,0.4088562519044814,white,2,14,9.0,attack,51.78428388203572,9.860490653338232,0.0
158,Liverpool [3] - 0 Bournemouth,red,0.12314882533015492,0.3999309132598938,white,3,14,9.0,attack,51.90743270736586,10.260421566598128,0.0
159,Liverpool [3] - 0 Bournemouth,red,0.13176847478100484,0.3912449401215952,white,4,14,9.0,attack,52.03920118214686,10.651666506719721,0.0
160,Liverpool [3] - 0 Bournemouth,red,0.14019295657891462,0.38279833248979855,white,5,14,9.0,attack,52.179394138725776,11.034464839209518,0.0
161,Liverpool [3] - 0 Bournemouth,red,0.14842227072379188,0.3745910903644045,white,6,14,9.0,attack,52.327816409449575,11.409055929573928,0.0
162,Liverpool [3] - 0 Bournemouth,red,0.15645641721564374,0.36662321374541307,white,7,14,9.0,attack,52.48427282666522,11.775679143319335,0.0
163,Liverpool [3] - 0 Bournemouth,red,0.16429539605455545,0.35889470263288104,white,8,14,9.0,attack,52.64856822271978,12.134573845952218,0.0
164,Liverpool [3] - 0 Bournemouth,red,0.17193920724041334,0.35140555702678,white,9,14,9.0,attack,52.82050742996019,12.485979402978998,0.0
165,Liverpool [3] - 0 Bournemouth,red,0.17938785077328134,0.3441557769270531,white,10,14,9.0,attack,52.99989528073347,12.830135179906053,0.0
166,Liverpool [3] - 0 Bournemouth,red,0.1866413266531524,0.33714536233374304,white,11,14,9.0,attack,53.18653660738661,13.167280542239794,0.0
167,Liverpool [3] - 0 Bournemouth,red,0.1936996348800264,0.3303743132469208,white,12,14,9.0,attack,53.38023624226665,13.497654855486715,0.0
168,Liverpool [3] - 0 Bournemouth,red,0.20056277545388929,0.3238426296664585,white,13,14,9.0,attack,53.58079901772054,13.821497485153177,0.0
169,Liverpool [3] - 0 Bournemouth,red,0.207230748374748,0.3175503115924414,white,14,14,9.0,attack,53.788029766095285,14.139047796745615,0.0
170,Liverpool [3] - 0 Bournemouth,red,0.2137035536425813,0.3114973590248553,white,15,14,9.0,attack,54.001733319737866,14.45054515577047,0.0
171,Liverpool [3] - 0 Bournemouth,red,0.2199811912574532,0.3056837719636434,white,16,14,9.0,attack,54.22171451099532,14.756228927734115,0.0
172,Liverpool [3] - 0 Bournemouth,red,0.2260636612193068,0.3001095504089193,white,17,14,9.0,attack,54.44777817221463,15.056338478143035,0.0
173,Liverpool [3] - 0 Bournemouth,red,0.23195096352814915,0.2947746943605978,white,18,14,9.0,attack,54.679729135742775,15.35111317250363,0.0
174,Liverpool [3] - 0 Bournemouth,red,0.2376430981839804,0.28967920381866463,white,19,14,9.0,attack,54.917372233926756,15.640792376322295,0.0
175,Liverpool [3] - 0 Bournemouth,red,0.2431400651868572,0.2848230787831909,white,20,14,9.0,attack,55.160512299113606,15.925615455105483,0.0
176,Liverpool [3] - 0 Bournemouth,red,0.24844186453666595,0.2802063192541482,white,21,14,9.0,attack,55.40895416365029,16.205821774359634,0.0
177,Liverpool [3] - 0 Bournemouth,red,0.25354849623350617,0.2758289252314654,white,22,14,9.0,attack,55.662502659883785,16.4816506995911,0.0
178,Liverpool [3] - 0 Bournemouth,red,0.2584599602773494,0.2716908967152705,white,23,14,9.0,attack,55.92096262016114,16.75334159630637,0.0
179,Liverpool [3] - 0 Bournemouth,red,0.26317625666816724,0.2677922337054497,white,24,14,9.0,attack,56.1841388768293,17.02113383001182,0.0
180,Liverpool [3] - 0 Bournemouth,red,0.2676973854059881,0.26413293620208833,white,25,14,9.0,attack,56.45183626223529,17.285266766213912,0.0
181,Liverpool [3] - 0 Bournemouth,red,0.27202334649082616,0.26071300420510113,white,26,14,9.0,attack,56.72385960872612,17.54597977041901,0.0
182,Liverpool [3] - 0 Bournemouth,red,0.2761541399226459,0.25753243771460177,white,27,14,9.0,attack,57.000013748648755,17.803512208133608,0.0
183,Liverpool [3] - 0 Bournemouth,red,0.2800897657014687,0.25459123673047657,white,28,14,9.0,attack,57.280103514350216,18.058103444864088,0.0
184,Liverpool [3] - 0 Bournemouth,red,0.2838302238272732,0.2518894012527966,white,29,14,9.0,attack,57.5639337381775,18.309992846116884,0.0
185,Liverpool [3] - 0 Bournemouth,red,0.2873755143000878,0.2494269312815333,white,30,14,9.0,attack,57.8513092524776,18.559419777398414,0.0
186,Liverpool [3] - 0 Bournemouth,red,0.2907256371198983,0.2472038268166585,white,31,14,9.0,attack,58.14203488959749,18.80662360421508,0.0
187,Liverpool [3] - 0 Bournemouth,red,0.2938805922867118,0.2452200878582431,white,32,14,9.0,attack,58.4359154818842,19.051843692073323,0.0
188,Liverpool [3] - 0 Bournemouth,red,0.29684037980049993,0.2434757144062587,white,33,14,9.0,attack,58.7327558616847,19.295319406479575,0.0
189,Liverpool [3] - 0 Bournemouth,red,0.2996049996613124,0.24197070646064844,white,34,14,9.0,attack,59.032360861346035,19.537290112940227,0.0
190,Liverpool [3] - 0 Bournemouth,red,0.3021744518691136,0.2407050640215261,white,35,14,9.0,attack,59.33453531321514,19.777995176961753,0.0
191,Liverpool [3] - 0 Bournemouth,red,0.3045487364238895,0.2396787870887493,white,36,14,9.0,attack,59.639084049639024,20.017673964050502,0.0
192,Liverpool [3] - 0 Bournemouth,red,0.30672785332568964,0.2388918756624605,white,37,14,9.0,attack,59.94581190296471,20.256565839712962,0.0
193,Liverpool [3] - 0 Bournemouth,red,0.3087118025744928,0.2383443297425601,white,38,14,9.0,attack,60.254523705539206,20.49491016945552,0.0
194,Liverpool [3] - 0 Bournemouth,red,0.3105005841702635,0.23803614932907635,white,39,14,9.0,attack,60.56502428970946,20.732946318784602,0.0
195,Liverpool [3] - 0 Bournemouth,red,0.3120941981130514,0.2379673344220379,white,40,14,9.0,attack,60.87711848782251,20.97091365320664,0.0
196,Liverpool [3] - 0 Bournemouth,red,0.3134926444028281,0.23813788502140198,white,41,14,9.0,attack,61.19061113222534,21.20905153822804,0.0
197,Liverpool [3] - 0 Bournemouth,red,0.3146959230396007,0.2385478011271971,white,42,14,9.0,attack,61.50530705526494,21.447599339355236,0.0
198,Liverpool [3] - 0 Bournemouth,red,0.31577784883008064,0.2391683599883123,white,43,14,9.0,attack,61.821084904095024,21.686767699343548,0.0
199,Liverpool [3] - 0 Bournemouth,red,0.3170336810009715,0.2398846706002189,white,44,14,9.0,attack,62.138118585095995,21.926652369943767,0.0
200,Liverpool [3] - 0 Bournemouth,red,0.3185372343590345,0.2406680102118344,white,45,14,9.0,attack,62.45665581945503,22.1673203801556,0.0
201,Liverpool [3] - 0 Bournemouth,red,0.32028850890419136,0.24151837882315874,white,46,14,9.0,attack,62.77694432835922,22.408838758978767,0.0
202,Liverpool [3] - 0 Bournemouth,red,0.32228750463649897,0.2424357764341493,white,47,14,9.0,attack,63.09923183299572,22.651274535412913,0.0
203,Liverpool [3] - 0 Bournemouth,red,0.32453422155595746,0.24342020304492,white,48,14,9.0,attack,63.42376605455168,22.894694738457822,0.0
